Contract_Payment_Month-to-month_Electronic check,InternetService_Fiber optic,Contract_Two year,OnlineSecurity_No internet service,Contract_One year,OnlineBackup_No internet service,InternetService_No,DeviceProtection_No internet service,StreamingMovies_Yes,tenure,HighMonthlyCharges,OnlineSecurity_Yes,PhoneService_Yes,PaperlessBilling_Yes,TechSupport_Yes,LongTenure,TotalCharges,MultipleLines_Yes,MonthlyCharges,Contract_Payment_Month-to-month_Credit card (automatic),AvgChargesPerMonth,StreamingTV_Yes,OnlineBackup_Yes,MultipleLines_No phone service,SeniorCitizen,Churn
0,0,0,0,0,0,0,0,0,-0.791320501614164,-0.9991471213800188,1,1,1,0,-0.6834760994738991,-0.7481879571842651,0,-0.4935610235167579,0,-0.6497193303219193,0,0,0,-0.440327089412664,0
0,0,1,1,0,1,1,1,0,-0.6690886177852331,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.8631834699626608,0,-1.5240147679735103,0,-1.4701431137926153,0,0,0,-0.440327089412664,0
0,1,0,0,1,0,0,0,1,1.0421577558197987,1.000853606642837,0,1,0,0,1.4631089525584626,1.4990665744239262,1,1.181757322309704,0,1.0982923900556545,1,0,0,-0.440327089412664,0
0,1,0,0,0,0,0,0,1,0.6754621043330061,1.000853606642837,0,1,1,0,1.4631089525584626,1.2145888969272465,1,1.2931128075977727,0,1.2583663900256643,1,1,0,-0.440327089412664,1
1,1,0,0,0,0,0,0,1,-0.3023929662984406,1.000853606642837,1,1,1,1,-0.6834760994738991,0.1776880570752443,0,1.3529456056630036,0,1.4127662991498533,1,0,0,-0.440327089412664,0
0,1,1,0,0,0,0,0,1,1.490341329859212,1.000853606642837,1,1,0,1,1.4631089525584626,2.475877681529266,1,1.6105590417771916,0,1.6440319679709483,1,1,0,-0.440327089412664,0
0,0,0,1,1,1,1,1,0,0.797693988161937,-0.9991471213800188,0,1,0,0,1.4631089525584626,-0.5560508161330804,0,-1.4675060142452372,0,-1.4950864943337954,0,0,0,-0.440327089412664,0
0,1,1,0,0,0,0,0,1,1.5718292524118322,1.000853606642837,1,1,0,0,1.4631089525584626,2.249592630679317,1,1.3928341377064908,0,1.2979148123630952,1,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-0.9135523854430948,-0.9991471213800188,0,1,0,1,-0.6834760994738991,-0.7742621363716935,0,-0.3190486958265014,1,-0.3963863297910362,0,0,0,-0.440327089412664,1
1,1,0,0,0,0,0,0,1,-0.4653688114036817,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.1854754048220754,0,0.8393807556031058,0,0.7921515694160716,0,1,0,-0.440327089412664,0
1,0,0,0,0,0,0,0,1,-1.2802480369298874,-0.9991471213800188,0,0,1,0,-0.6834760994738991,-0.9898704505662146,0,-0.8359375902233565,0,-0.8332108653374978,0,0,1,2.271039016322759,1
0,0,0,1,1,1,1,1,0,-0.8320644628904743,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9181333687409045,0,-1.495760391109374,0,-1.5884463077514437,0,0,0,-0.440327089412664,0
0,0,0,1,0,1,1,1,0,-1.2802480369298874,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9984736061356706,0,-1.4841262359300234,0,-1.479253978204847,0,0,0,-0.440327089412664,1
0,0,1,0,0,0,0,0,0,1.0421577558197987,-0.9991471213800188,0,1,1,1,1.4631089525584626,0.5390426503656527,1,-0.16281861198951,0,-0.1446694256820576,0,1,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,0.6754621043330061,-0.9991471213800188,1,1,0,1,1.4631089525584626,0.3030955940300073,0,-0.1727907450003817,1,-0.1385201313599381,0,1,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-0.0986731599168891,-0.9991471213800188,1,1,1,0,-0.6834760994738991,-0.3320819994749083,0,-0.3157246514895444,0,-0.4565180349117665,0,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,0.5939741817803856,1.000853606642837,0,1,1,0,-0.6834760994738991,1.0879019163236925,1,1.1485168789401314,0,1.200855699299734,1,1,0,-0.440327089412664,1
1,0,0,0,0,0,0,0,0,-1.2802480369298874,-0.9991471213800188,0,0,0,0,-0.6834760994738991,-0.9940396721114126,0,-1.150059780065818,0,-1.1462932969578283,0,1,1,-0.440327089412664,1
0,0,1,0,0,0,0,0,1,1.6125732136881423,1.000853606642837,1,1,1,1,1.4631089525584626,1.802757966025724,1,0.8460288442770204,0,0.7840365895337481,1,1,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,1,-0.6283446565089229,-0.9991471213800188,0,1,1,0,-0.6834760994738991,-0.5251015154562937,0,-0.0032644838155611,0,-0.0165461098410794,1,0,0,-0.440327089412664,1
0,1,1,0,0,0,0,0,0,1.5718292524118322,1.000853606642837,1,1,1,1,1.4631089525584626,1.9781299834030968,1,1.0487955488314131,0,1.0108000941635429,0,1,0,2.271039016322759,0
0,1,0,0,0,0,0,0,1,-1.2395040756535771,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.9272218305219706,0,1.0205411719672768,1,0.8622381757387381,1,0,0,2.271039016322759,0
0,0,0,0,1,0,0,0,0,-0.22090504374582,-0.9991471213800188,1,1,0,1,-0.6834760994738991,-0.1803796896001668,0,0.0449341590703193,0,0.1532165960757254,0,1,0,-0.440327089412664,0
0,0,0,1,0,1,1,1,0,-1.2802480369298874,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9984515467624158,0,-1.4824642137615447,0,-1.477597457402623,0,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-1.2802480369298874,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9873998007616528,0,-0.6497911073537496,0,-0.6476805354884129,0,0,0,2.271039016322759,0
0,1,1,0,0,0,0,0,0,1.6125732136881423,1.000853606642837,1,1,0,1,1.4631089525584626,2.191995607110472,1,1.1667991227933967,0,1.1899992222454423,1,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-1.1172721918246462,-0.9991471213800188,0,1,1,0,-0.6834760994738991,-0.8675512258671538,0,0.1629377330323022,0,-0.0470260926020005,0,0,0,-0.440327089412664,1
0,1,0,0,0,0,0,0,0,0.5532302205040753,1.000853606642837,0,1,1,0,-0.6834760994738991,0.5581019488579861,0,0.3324639942171226,1,0.408747600469032,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,0.0643026851883519,1.000853606642837,0,1,1,0,-0.6834760994738991,0.5585210769498313,1,1.3811999825271402,0,1.311642525142089,1,1,0,-0.440327089412664,1
0,1,0,0,0,0,0,0,1,-0.8728084241667845,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.5196749096355598,1,1.0986562138857725,0,1.1824737653686723,1,0,0,-0.440327089412664,1
0,0,0,0,1,0,0,0,0,-0.9135523854430948,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.7974906564092247,0,-0.5068572008645872,0,-0.5708179702652205,0,1,0,-0.440327089412664,0
0,0,1,0,0,0,0,0,0,1.5310852911355222,-0.9991471213800188,1,1,1,0,1.4631089525584626,1.142256212024051,1,0.1463175113475158,0,0.1592107472748842,1,1,0,-0.440327089412664,0
0,0,0,1,1,1,1,1,0,-0.6283446565089229,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.8228368762792375,0,-1.46418196990828,0,-1.3317261844067827,0,0,0,-0.440327089412664,0
0,0,1,0,0,0,0,0,0,1.24587756220135,1.000853606642837,1,1,1,1,1.4631089525584626,1.1374472686544572,1,0.5003282332334644,0,0.4097056159502352,1,1,0,-0.440327089412664,0
1,0,0,0,0,0,0,0,0,-0.791320501614164,1.000853606642837,1,1,1,1,-0.6834760994738991,-0.5743600959347432,1,0.3790006149345245,0,0.3543871251799962,1,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,0.6754621043330061,1.000853606642837,0,1,1,0,1.4631089525584626,0.7162235363499369,1,0.6548962949019775,0,0.4946088805594607,0,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-1.2395040756535771,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.964568349442712,0,-0.5168293338754589,0,-0.5400066833438546,0,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-1.2395040756535771,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.9437663604632324,0,0.526920587929123,0,0.2410428749047484,1,0,0,-0.440327089412664,1
0,0,1,0,0,0,0,0,1,0.797693988161937,1.000853606642837,1,1,1,1,1.4631089525584626,0.8534769567426433,1,0.4970041888965074,0,0.5404271537374578,1,0,0,-0.440327089412664,0
0,0,1,0,0,0,0,0,0,1.490341329859212,-0.9991471213800188,1,1,1,1,1.4631089525584626,0.8694920617257846,1,-0.0215467276688259,0,-0.1042216746196581,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,0.4309983366751445,1.000853606642837,0,1,1,0,-0.6834760994738991,0.6862448480963709,1,0.8460288442770204,0,0.8108282452604147,1,1,0,2.271039016322759,0
0,1,0,0,0,0,0,0,1,-0.7098325790615434,1.000853606642837,1,1,1,0,-0.6834760994738991,-0.3780537333383605,0,1.1402067680977384,1,1.0036498348885912,1,1,0,-0.440327089412664,1
0,0,0,0,0,0,0,0,0,-0.3023929662984406,-0.9991471213800188,1,1,1,1,-0.6834760994738991,-0.2341163228493845,1,0.1562896443583875,1,0.1758090857131686,1,0,0,2.271039016322759,0
0,1,0,0,0,0,0,0,0,-0.9950403079957154,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.727959511909416,1,0.526920587929123,1,0.4758546986199962,0,1,0,2.271039016322759,1
0,0,0,0,1,0,0,0,1,1.1236456783724194,1.000853606642837,1,1,1,1,1.4631089525584626,0.9587222265423222,0,0.3341260163856011,0,0.3138469641624922,0,1,0,2.271039016322759,0
1,1,0,0,0,0,0,0,1,-0.5876006952326126,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.2341604415958946,1,1.0188791497987983,0,1.0788742850962505,1,0,0,2.271039016322759,1
0,1,0,0,1,0,0,0,1,1.24587756220135,1.000853606642837,1,1,1,0,1.4631089525584626,1.7770587961836308,1,1.1584890119510036,0,1.1720995946880777,1,0,0,-0.440327089412664,0
0,1,0,0,1,0,0,0,1,1.368109446030281,1.000853606642837,0,1,1,1,1.4631089525584626,2.114633385105133,1,1.451004913603243,0,1.405326010867864,1,1,0,2.271039016322759,0
0,0,1,1,0,1,1,1,0,0.0643026851883519,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.6128095835182352,1,-1.3245721077560746,0,-1.2754044771311677,0,0,0,-0.440327089412664,0
0,1,1,0,0,0,0,0,1,1.6125732136881423,1.000853606642837,0,1,1,1,1.4631089525584626,2.457590461100858,1,1.419426492402149,0,1.467006311950673,1,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,0.5939741817803856,1.000853606642837,0,1,1,0,-0.6834760994738991,1.0693499834162248,1,1.1867433888151402,0,1.1712145504769609,1,0,0,-0.440327089412664,0
0,1,0,0,0,0,0,0,0,1.1236456783724194,1.000853606642837,0,1,1,0,1.4631089525584626,1.3974169824648146,1,0.8343946890976701,0,0.8629007840596276,1,1,0,-0.440327089412664,0
0,0,1,0,0,0,0,0,0,1.6125732136881423,-0.9991471213800188,1,0,0,0,1.4631089525584626,0.2994337380696746,0,-0.7544985039679034,0,-0.7838833570046062,0,1,1,-0.440327089412664,0
0,0,0,0,1,0,0,0,0,-0.5876006952326126,-0.9991471213800188,0,1,1,1,-0.6834760994738991,-0.5851030107099358,0,-0.3456410505221597,0,-0.38521401726937,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,-0.9542963467194052,1.000853606642837,0,1,0,0,-0.6834760994738991,-0.6291555791002016,1,0.9839766842607472,0,1.0088402667355596,1,0,0,-0.440327089412664,1
1,0,0,0,0,0,0,0,1,-1.1987601143772668,1.000853606642837,0,1,1,1,-0.6834760994738991,-0.8996696733264564,0,0.3490842159019089,0,0.5488796573180363,1,1,0,-0.440327089412664,0
0,1,0,0,1,0,0,0,0,0.5939741817803856,1.000853606642837,0,1,1,0,-0.6834760994738991,0.6031251296714726,1,0.4687498120323708,0,0.4263088663279465,0,1,0,-0.440327089412664,0
0,0,1,0,0,0,0,0,1,-0.0579291986405789,1.000853606642837,0,1,0,1,-0.6834760994738991,0.0943698042910507,0,0.4787219450432425,0,0.5219834593464427,1,1,0,-0.440327089412664,0
0,0,1,1,0,1,1,1,0,0.7162060656093164,-0.9991471213800188,0,1,0,0,1.4631089525584626,-0.5966621222955638,0,-1.4841262359300234,0,-1.5300097755849895,0,0,0,-0.440327089412664,0
0,1,0,0,0,0,0,0,0,-0.9135523854430948,1.000853606642837,1,1,1,0,-0.6834760994738991,-0.6158758364006823,0,0.5003282332334644,0,0.7929956062057759,0,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-1.2802480369298874,-0.9991471213800188,0,1,0,1,-0.6834760994738991,-0.9857232883942716,0,-0.5234774225493735,0,-0.521784954519391,0,0,0,-0.440327089412664,0
0,0,0,1,1,1,1,1,0,0.797693988161937,-0.9991471213800188,0,1,1,0,1.4631089525584626,-0.5261824247457894,0,-1.4758161250876305,0,-1.451953241137425,0,0,0,-0.440327089412664,0
0,1,1,0,0,0,0,0,1,1.2866215234776603,1.000853606642837,1,1,1,1,1.4631089525584626,2.124626281189655,1,1.5557123102173966,0,1.528056005682636,1,0,0,2.271039016322759,0
0,0,1,1,0,1,1,1,0,1.2051336009250395,-0.9991471213800188,0,1,1,0,1.4631089525584626,-0.3788478707755411,1,-1.3478404181147754,0,-1.385580398646827,0,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,1,-1.1987601143772668,-0.9991471213800188,1,1,1,1,-0.6834760994738991,-0.929096877248647,0,-0.0099125724894757,0,-0.1877199260708898,0,0,0,-0.440327089412664,0
0,1,0,0,1,0,0,0,1,0.960669833267178,1.000853606642837,1,1,0,0,1.4631089525584626,1.7013069084259078,1,1.5191478225108668,0,1.485385804661063,1,1,0,2.271039016322759,0
0,0,0,0,1,0,0,0,1,0.5532302205040753,-0.9991471213800188,0,1,0,0,-0.6834760994738991,0.178923381977525,0,-0.3040904963101938,0,-0.2102510097359218,0,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-0.9950403079957154,-0.9991471213800188,1,1,0,0,-0.6834760994738991,-0.7946008785128177,0,-0.3373309396797665,0,-0.1496889693198311,0,1,0,-0.440327089412664,0
1,0,0,0,0,0,0,0,1,-0.0986731599168891,1.000853606642837,1,1,1,0,-0.6834760994738991,-0.0758844384911585,0,0.330801972048644,0,0.1847763849892078,1,1,0,2.271039016322759,0
0,0,0,1,1,1,1,1,0,0.512486259227765,-0.9991471213800188,0,1,1,0,-0.6834760994738991,-0.4706148635164054,1,-1.2929936865549807,0,-1.2511326579519146,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-1.2802480369298874,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.9723553082017324,0,0.4837080115486781,0,0.4820666516283362,1,0,0,-0.440327089412664,1
1,0,0,0,0,0,0,0,1,-0.8728084241667845,-0.9991471213800188,1,0,0,0,-0.6834760994738991,-0.757938200162982,0,-0.4736167574950145,0,-0.4440790696150663,1,0,1,-0.440327089412664,0
0,1,0,0,0,0,0,0,0,-1.0357842692720256,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.7881374821490981,0,0.3440981493964733,0,0.2049543859991545,0,0,0,-0.440327089412664,1
0,1,0,0,0,0,0,0,1,0.3902543753988342,1.000853606642837,0,1,1,1,-0.6834760994738991,0.9018752216641472,0,1.2964368519347298,0,1.2667842202247213,1,1,0,-0.440327089412664,0
0,0,1,1,0,1,1,1,0,0.6754621043330061,-0.9991471213800188,0,1,1,0,1.4631089525584626,-0.5779337144020558,0,-1.4841262359300234,0,-1.4887198113604123,0,0,0,-0.440327089412664,0
0,1,0,0,0,0,0,0,1,-0.9542963467194052,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.6020225499965326,1,1.1468548567716528,1,1.2352314430395024,1,1,0,-0.440327089412664,0
0,0,0,0,1,0,0,0,0,0.1050466464646622,-0.9991471213800188,1,1,1,0,-0.6834760994738991,-0.0299347640009614,0,-0.0880276144079715,0,-0.0497238550513368,1,0,0,-0.440327089412664,0
0,0,1,1,0,1,1,1,0,0.6347181430566958,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.5410283829464149,0,-1.4675060142452372,0,-1.4172724915216337,0,0,0,-0.440327089412664,0
0,0,1,1,0,1,1,1,0,0.5532302205040753,-0.9991471213800188,0,1,1,0,-0.6834760994738991,-0.5983386346629451,0,-1.4907743246039378,0,-1.4791099329176969,0,0,0,-0.440327089412664,0
0,0,0,0,0,0,0,0,0,-0.1394171211931994,-0.9991471213800188,0,0,0,0,-0.6834760994738991,-0.5620950844049546,0,-1.0320562061038352,0,-0.99383626174625,1,0,1,-0.440327089412664,0
0,1,0,0,0,0,0,0,0,-0.0986731599168891,1.000853606642837,0,1,0,0,-0.6834760994738991,0.1265764892433733,0,0.5734572086465244,0,0.6915613157495947,0,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-1.2802480369298874,1.000853606642837,0,1,0,1,-0.6834760994738991,-0.9744068299144488,0,0.3291399498801655,0,0.328010217021507,0,0,0,2.271039016322759,0
0,0,1,0,0,0,0,0,1,1.368109446030281,1.000853606642837,1,1,1,1,1.4631089525584626,1.5136919388920012,1,0.6382760732171912,0,0.7215845003499025,1,0,0,-0.440327089412664,0
0,1,0,0,0,0,0,0,1,1.3273654847539706,1.000853606642837,1,1,1,0,1.4631089525584626,2.128155780910457,1,1.5374300663641316,1,1.4755968589314374,1,1,0,-0.440327089412664,0
0,1,1,0,0,0,0,0,1,1.6125732136881423,1.000853606642837,0,1,1,0,1.4631089525584626,2.283475827999021,1,1.2000395661629697,0,1.28541021900687,1,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-0.8320644628904743,1.000853606642837,1,1,1,0,-0.6834760994738991,-0.59822833779667,1,0.4704118342008493,0,0.4134590817362268,0,0,0,-0.440327089412664,1
0,0,0,0,1,0,0,0,0,1.5718292524118322,-0.9991471213800188,1,1,1,1,1.4631089525584626,1.0877033819643973,1,0.0682024694290198,0,0.0690330211808578,0,1,0,-0.440327089412664,0
0,0,0,1,0,1,1,1,0,-1.1172721918246462,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9571343406557716,0,-1.454209836897408,0,-1.392452288168311,0,0,0,-0.440327089412664,1
0,0,1,1,0,1,1,1,0,0.797693988161937,-0.9991471213800188,0,1,0,0,1.4631089525584626,-0.5188807721983792,0,-1.4558718590658866,0,-1.4414088491078838,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,-0.3023929662984406,1.000853606642837,0,1,1,0,-0.6834760994738991,0.1020023474372861,0,1.1202625020759949,0,1.185425384252635,1,1,0,2.271039016322759,1
0,0,0,1,0,1,1,1,0,-1.2802480369298874,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9984515467624158,0,-1.4824642137615447,0,-1.477597457402623,0,0,0,-0.440327089412664,0
1,0,0,1,0,1,1,1,0,-1.2802480369298874,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.998782437361241,0,-1.5073945462887242,0,-1.5024452694359824,0,0,0,-0.440327089412664,0
0,1,0,0,1,0,0,0,0,0.227278530293593,1.000853606642837,0,1,0,1,-0.6834760994738991,0.5833819906082337,1,1.0039209502824906,0,0.9967215092877104,1,0,0,-0.440327089412664,0
0,0,0,0,1,0,0,0,0,1.368109446030281,-0.9991471213800188,0,0,0,0,1.4631089525584626,0.3282212201674698,0,-0.6398189743428778,0,-0.6272250134609502,1,1,1,2.271039016322759,0
0,1,1,0,0,0,0,0,1,1.4495973685829016,1.000853606642837,0,1,1,1,1.4631089525584626,2.3508892726663486,1,1.5025276008260804,0,1.5617528056778758,1,1,0,-0.440327089412664,1
0,0,0,0,0,0,0,0,0,-1.1172721918246462,-0.9991471213800188,0,0,0,0,-0.6834760994738991,-0.963156549554391,0,-1.346178395946297,0,-1.4828983239697398,0,0,1,-0.440327089412664,0
0,1,0,0,1,0,0,0,1,1.6125732136881423,1.000853606642837,1,1,1,0,1.4631089525584626,2.214650583443373,1,1.3080710071140806,0,1.2136276509104984,1,1,0,-0.440327089412664,0
0,0,0,0,1,0,0,0,0,-0.0171852373642686,-0.9991471213800188,1,0,0,0,-0.6834760994738991,-0.5980959815571398,0,-1.1517218022342968,0,-1.1864121601366904,0,0,1,-0.440327089412664,0
0,1,0,0,1,0,0,0,1,0.4309983366751445,1.000853606642837,0,1,0,0,-0.6834760994738991,0.7226648733404015,1,0.982314662092268,0,0.8744309393178983,1,0,0,-0.440327089412664,0
0,0,1,1,0,1,1,1,0,1.6125732136881423,-0.9991471213800188,0,1,0,0,1.4631089525584626,-0.4059147217594451,0,-1.509056568457203,0,-1.5195396438255997,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,0.9199258719908678,1.000853606642837,1,1,1,0,1.4631089525584626,1.303973477356569,1,1.0620917261792426,0,1.0089306224156809,1,1,0,-0.440327089412664,1
0,0,0,0,1,0,0,0,0,0.797693988161937,-0.9991471213800188,1,1,0,1,1.4631089525584626,0.3348390321439745,0,-0.2276374765601766,0,-0.2085432420526924,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,0.4309983366751445,1.000853606642837,0,1,1,0,-0.6834760994738991,0.7371358221956916,0,0.8925654649944222,0,0.8997025124867105,1,1,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,0.1865345690172827,1.000853606642837,0,1,1,0,-0.6834760994738991,0.2580282944700106,1,0.3889727479453962,0,0.4213574027684524,0,0,0,2.271039016322759,1
0,0,1,0,0,0,0,0,1,1.2866215234776603,-0.9991471213800188,0,0,1,1,1.4631089525584626,0.5030417532134674,0,-0.338992961848245,0,-0.3746134344968049,1,1,1,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-1.1987601143772668,1.000853606642837,1,1,0,0,-0.6834760994738991,-0.897772567226525,0,0.8327326669291911,0,0.5963665869817903,1,1,0,-0.440327089412664,0
0,0,1,0,0,0,0,0,0,0.1457906077409725,-0.9991471213800188,1,0,0,0,-0.6834760994738991,-0.5104320322417084,0,-1.1218054032016815,0,-1.1102639695094574,0,0,1,-0.440327089412664,0
1,1,0,0,0,0,0,0,1,-0.9135523854430948,1.000853606642837,1,1,1,0,-0.6834760994738991,-0.5376532988383974,1,1.178433277972747,0,1.3803978826743968,1,0,0,-0.440327089412664,1
0,0,1,1,0,1,1,1,0,0.3495104141225239,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.6389058220789184,0,-1.4675060142452372,0,-1.47198144785362,0,0,0,-0.440327089412664,0
0,1,0,0,0,0,0,0,0,-0.22090504374582,1.000853606642837,0,1,1,1,-0.6834760994738991,-0.0581045836476161,1,0.6781646052606785,1,0.4932941815100764,0,1,0,-0.440327089412664,0
0,1,0,0,1,0,0,0,1,0.960669833267178,1.000853606642837,0,1,1,0,1.4631089525584626,1.4259838708300596,1,1.1634750784564392,0,1.1161887308653953,1,0,0,-0.440327089412664,0
0,0,0,1,0,1,1,1,0,-1.076528230548336,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.957619646867382,0,-1.4658439920767583,0,-1.5242561266652648,0,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-1.1987601143772668,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.9060889509436658,1,0.3191678168692938,0,0.3881971395023112,0,0,0,-0.440327089412664,1
0,0,0,0,0,0,0,0,0,-1.0357842692720256,-0.9991471213800188,1,1,0,0,-0.6834760994738991,-0.8527935051595485,0,-0.4686306909895784,0,-0.4886545384749113,0,0,0,-0.440327089412664,0
0,0,0,1,0,1,1,1,0,-1.1580161531009563,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9796128420026324,0,-1.4608579255713223,0,-1.6258560692016686,0,0,0,-0.440327089412664,0
0,1,1,0,0,0,0,0,0,0.0235587239120416,1.000853606642837,1,1,1,1,-0.6834760994738991,0.3283976951535099,0,0.802816267896576,0,0.8927834153797468,1,0,0,-0.440327089412664,0
1,1,0,0,0,0,0,0,0,-0.22090504374582,1.000853606642837,0,1,1,0,-0.6834760994738991,-0.0652077018357311,1,0.4404954351682337,0,0.4735386371279982,0,0,0,2.271039016322759,1
0,0,1,1,0,1,1,1,0,1.6125732136881423,-0.9991471213800188,0,1,1,0,1.4631089525584626,-0.2467784030977634,1,-1.3711087284734764,0,-1.353565462336103,0,0,0,-0.440327089412664,0
0,0,0,1,0,1,1,1,0,-1.2802480369298874,-0.9991471213800188,0,1,0,0,-0.6834760994738991,-0.9986500811217108,0,-1.4974224132778524,0,-1.4925061446226389,0,0,0,-0.440327089412664,0
0,0,0,0,1,0,0,0,1,1.5718292524118322,-0.9991471213800188,1,0,1,0,1.4631089525584626,0.7509229304800763,0,-0.2774981416145356,0,-0.2871656138551056,1,1,1,2.271039016322759,0
